CNES;Latitude_Nova;Longitude_Nova;Endereco_Google;Qualidade_Busca
1070967;-23.5340364;-46.7709764;Av. Hilário Pereira de Souza, 406 - Centro, Osasco - SP, 06010-170, Brazil;GEOMETRIC_CENTER
1071009;-23.6809999;-46.583267;Av. Fagundes de Oliveira, 1279 - Piraporinha, Diadema - SP, 09950-615, Brazil;ROOFTOP
1071017;-2.8862305;-40.1148732;R. Ver. Mundico Martins, 120 - 120 - Centro, Acaraú - CE, 62580-000, Brazil;ROOFTOP
1071068;-22.9712292;-43.1872726;R. Santa Clara, 70 - Sala 504 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
1071602;-22.8778646;-43.4690838;R. da Fábrica, 25 - Bangu, Rio de Janeiro - RJ, 21820-110, Brazil;ROOFTOP
1071637;-23.6001497;-46.6759528;R. Casa do Ator, 200 - Vila Olímpia, São Paulo - SP, 04546-001, Brazil;ROOFTOP
1071696;-22.9702111;-43.1856146;Av. Nossa Sra. de Copacabana, 613 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
1071998;-23.4838394;-46.8594199;Alpha Square Mall Torre London - Av. Sagitário, 138 - sala 114 - Alphaville Conde II, Barueri - SP, 06473-073, Brazil;ROOFTOP
1072986;-22.9781509;-43.1908708;Av. Nossa Sra. de Copacabana, 1052 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1073044;-22.9727643;-43.188431;Av. Nossa Sra. de Copacabana, 794 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1073184;-23.6197206;-46.76996270000001;Estr. São Francisco, 1441 - Vila Sonia do Taboao, Taboão da Serra - SP, 06765-020, Brazil;ROOFTOP
1073508;-22.876805;-43.4641416;R. Silva Cardoso, 152 - Bangu, Rio de Janeiro - RJ, 21810-032, Brazil;ROOFTOP
1073532;-22.8806013;-43.3432372;Rua Maria José, 131 - Madureira, Rio de Janeiro - RJ, 21341-140, Brazil;ROOFTOP
1073621;-22.984331;-43.20121899999999;R. Visc. de Pirajá, 365 B - loja 210 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1073672;-22.8951086;-43.12144869999999;R. José Clemente, 94 - Centro, Niterói - RJ, 24020-105, Brazil;ROOFTOP
1073753;-22.9739379;-43.1887137;R. Constante Ramos, 44 - Copacabana, Rio de Janeiro - RJ, 22051-010, Brazil;ROOFTOP
1074024;-22.9838143;-43.2074143;R. Visc. de Pirajá, 414 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1074040;-22.984512;-43.1979829;R. Visc. de Pirajá, 82/708 - Ipanema, Rio de Janeiro - RJ, 22410-904, Brazil;ROOFTOP
1074261;-22.9019052;-43.1796249;Av. Pres. Vargas, 435 - Centro, Rio de Janeiro - RJ, 20071-003, Brazil;ROOFTOP
1074296;-22.9705145;-43.1865403;Av. Nossa Sra. de Copacabana, 664 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1074423;-22.9777616;-43.19104069999999;R. Miguel Lemos, 46 - Copacabana, Rio de Janeiro - RJ, 22071-001, Brazil;ROOFTOP
1074490;-22.9575835;-42.980403;R. dos Lírios - Inoã, Maricá - RJ, Brazil;GEOMETRIC_CENTER
1074717;-22.9073993;-43.5533017;Est. do Cabuçu, 408 - Campo Grande, Rio de Janeiro - RJ, 23052-230, Brazil;ROOFTOP
1074806;-22.9067705;-43.1106332;R. Ator Paulo Gustavo, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
1074814;-22.9064199;-43.1108225;R. Ator Paulo Gustavo, 217 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
1075047;-22.9838972;-43.2045529;R. Visc. de Pirajá, 330 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1075276;-22.9557304;-43.1965305;R. Voluntários da Pátria, 445 - Botafogo, Rio de Janeiro - RJ, 22270-005, Brazil;ROOFTOP
1075411;-19.9349936;-43.92536519999999;Av. do Contorno, 4640 - Andar 13 - Santa Efigênia, Belo Horizonte - MG, 30110-028, Brazil;ROOFTOP
1075829;-23.6096339;-46.7695725;Av. Vida Nova, 28 - Jardim Maria Rosa, Taboão da Serra - SP, 06764-045, Brazil;ROOFTOP
1076248;-12.9375356;-38.3975773;Av. Luís Viana Filho, 8050 - 209 210 - Paralela, Salvador - BA, 41730-101, Brazil;ROOFTOP
1076515;-22.9856074;-43.18933089999999;Av. Atlântica, 4240 - Copacabana, Rio de Janeiro - RJ, 22070-002, Brazil;ROOFTOP
1076752;-22.9842959;-43.1995759;218 - R. Visc. de Pirajá, 156 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1076795;-23.9476035;-46.3337478;R. São Paulo, 41 - Vila Belmiro, Santos - SP, 11075-330, Brazil;ROOFTOP
1076841;-22.9796354;-43.1911971;Av. Nossa Sra. de Copacabana, 1102 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1077236;-23.5427772;-46.7632597;Av. Franz Voegeli, 303 - Continental, Osasco - SP, 06020-190, Brazil;ROOFTOP
1077309;-22.9843146;-43.1995703;218 - R. Visc. de Pirajá, 156 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1077759;-23.5138551;-46.446241;Av. Imperador, 6026 - Jardim Sao Sebastiao, São Paulo - SP, 08051-000, Brazil;ROOFTOP
1077805;-22.9034864;-43.1148142;R. Ator Paulo Gustavo, 26 - sala 1207 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
1077880;-22.9752734;-43.1895695;Av. Nossa Sra. de Copacabana, 897 - sala 901 - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;ROOFTOP
1078097;-22.8106576;-43.1942634;Estrada do Galeão, 964 - Jardim Carioca, Rio de Janeiro - RJ, 21931-522, Brazil;ROOFTOP
1078445;-22.9835215;-43.21318369999999;R. Visc. de Pirajá, 608 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1079344;-23.6109052;-46.7614817;R. Elpídio José de Oliveira, 295 - Jardim Maria Rosa, Taboão da Serra - SP, 04551-065, Brazil;ROOFTOP
1079409;-22.9061236;-43.1122053;R. Ator Paulo Gustavo, 160 - Icaraí, Niterói - RJ, 24230-062, Brazil;ROOFTOP
1079441;-23.6338442;-46.7838974;Estr. Kizaemon Takeuti, 672 - Jardim Clementino, Taboão da Serra - SP, 06775-001, Brazil;ROOFTOP
1079530;-23.5480047;-46.9323111;R. Catharina Durante de Camargo, 93 - Jardim Itapevi, Itapevi - SP, 06653-170, Brazil;ROOFTOP
1079603;-22.9063011;-43.1093036;R. Otávio Carneiro, 106 - Icaraí, Niterói - RJ, 24230-191, Brazil;ROOFTOP
1079697;-22.9226432;-43.2314048;Rua: Almirante Cochrane, 280 - Tijuca, Rio de Janeiro - RJ, 20550-040, Brazil;ROOFTOP
1079778;-22.9725592;-43.1875959;Av. Nossa Sra. de Copacabana, 749 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
1079921;-22.953907;-43.196032;Rua Conde de Irajá, 148 - Botafogo, Rio de Janeiro - RJ, 22271-020, Brazil;ROOFTOP
1080288;-19.792428;-43.9371403;R. Ubajara, 227 - São Benedito, Santa Luzia - MG, 33120-550, Brazil;ROOFTOP
1080407;-22.5116949;-43.1780081;R. Mal. Deodoro, 46 - Centro, Petrópolis - RJ, 25620-150, Brazil;ROOFTOP
1080865;-23.596236;-46.606494;R. Bom Pastor, 2224 - Ipiranga, São Paulo - SP, 04203-002, Brazil;ROOFTOP
1081195;-22.9838972;-43.2045529;R. Visc. de Pirajá, 330 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1081306;-22.8854868;-43.3663542;Rua Luiz Beltrão, 160 - Vila Valqueire, Rio de Janeiro - RJ, 21321-230, Brazil;ROOFTOP
1081403;-23.4850315;-46.85693;Av Copacabana - Medic Life - Av. Alphaville, 112 - sala 709-1. Ed - Empresarial 18 do Forte, Barueri - SP, 06472-001, Brazil;ROOFTOP
1081500;-22.2183478;-49.94206339999999;R. Bahia, 665 - Marília, SP, 17509-150, Brazil;ROOFTOP
1081543;-12.9791021;-38.4608229;Cond Mundo Plaza - Av. Tancredo Neves, 620 - Sala 403 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil;ROOFTOP
1081608;-22.9846104;-43.2043117;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1081659;-20.6753967;-40.5018451;Condomínio do Ed Infante de Sagres - Av. Joaquim da Silva Lima, 701 - Centro, Guarapari - ES, 29200-260, Brazil;ROOFTOP
1081756;-23.6526911;-46.5333903;Av. Dom Pedro II, 288 - Jardim, Santo André - SP, 09080-000, Brazil;ROOFTOP
1081918;-22.9044454;-43.1033583;R. Min. Otávio Kelly, 337 - Icaraí, Niterói - RJ, 24220-301, Brazil;ROOFTOP
1081942;-22.8934874;-47.0883358;Av. Mal. Rondon, 700 - Jardim Chapadão, Campinas - SP, 13070-173, Brazil;ROOFTOP
1082051;-22.968585;-43.1843453;Av. Nossa Sra. de Copacabana, 540 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1082078;-22.968585;-43.1843453;Av. Nossa Sra. de Copacabana, 540 - sala 903 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1082388;-22.9785843;-43.1910706;Av. Nossa Sra. de Copacabana, 1072 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1082523;-22.9716311;-43.1868668;R. Santa Clara, 50 - sala 722 - Copacabana, Rio de Janeiro - RJ, 22041-010, Brazil;ROOFTOP
1082558;-22.8218103;-42.0832341;R. Marcelo Godoi - Morro do Milagre, São Pedro da Aldeia - RJ, 28940-000, Brazil;GEOMETRIC_CENTER
1082876;-22.9109752;-43.10679;R. Ator Paulo Gustavo, 426 - sala 505 - Icaraí, Niterói - RJ, 24230-065, Brazil;ROOFTOP
1083171;-23.5292051;-46.35812019999999;Rua Clemente Cunha Ferreira, 768 - Vila Perracini, Poá - SP, 08552-330, Brazil;ROOFTOP
1083589;-23.6164715;-46.669571;R. Dr. Oscavo de Paula e Silva, 12 - Campo Belo, São Paulo - SP, 04607-030, Brazil;ROOFTOP
1083643;-22.9395881;-43.3436909;Av. Geremário Dantas, 1421 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22735-000, Brazil;ROOFTOP
1083910;-22.9680773;-43.183311;Av. Nossa Sra. de Copacabana, 492 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1083929;-22.94004;-43.3368933;R. Tirol, 536 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22750-009, Brazil;ROOFTOP
1084186;-13.0071868;-38.5242517;Av. Centenário, 2992 - Barra, Salvador - BA, 40149-900, Brazil;ROOFTOP
1084194;-12.9799126;-38.451164;R. Sd. Luiz Gonzaga das Virgens - Caminho das Árvores, Salvador - BA, 40301-155, Brazil;GEOMETRIC_CENTER
1084275;-22.9752209;-43.1893493;Av. Nossa Sra. de Copacabana, 895 (302 - Copacabana, Rio de Janeiro - RJ, 22050-900, Brazil;ROOFTOP
1084291;-23.5913661;-46.6351439;R. Afonso Celso, 9 - Vila Mariana, São Paulo - SP, 04119-000, Brazil;RANGE_INTERPOLATED
1084372;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1084496;-22.9882301;-43.3626083;Av. Ayrton Senna, 2600 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil;ROOFTOP
1084739;-22.9836505;-43.2115781;R. Visc. de Pirajá, 550 - Sala 1007 - Ipanema, Rio de Janeiro - RJ, 22411-040, Brazil;ROOFTOP
1085220;-22.9701516;-43.1854418;Av. Nossa Sra. de Copacabana, 605 - Sala 1106 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
1085328;-22.9680773;-43.183311;Av. Nossa Sra. de Copacabana, 492 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1085395;-22.9838963;-43.2045517;R. Visc. de Pirajá, 330 - sala 1106 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1085506;-22.9882301;-43.3626083;Av. Ayrton Senna, 2600 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil;ROOFTOP
1085778;-22.9705145;-43.1865403;Av. Nossa Sra. de Copacabana, 664 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1085999;-22.9027639;-43.2814202;Condomínio do Edifício Mesbla Meier - R. Dias da Cruz, 155 - Méier, Rio de Janeiro - RJ, 20720-010, Brazil;ROOFTOP
1086170;-22.903492;-43.1148186;R. Ator Paulo Gustavo, 26 - Sala: 1207 - Icaraí, Niterói - RJ, 24230-060, Brazil;ROOFTOP
1086367;-23.0201231;-43.4862014;Av. das Américas, 19005 - Torre 1 - Sala 529 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-703, Brazil;ROOFTOP
1086480;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - 9 andar - Ipanema, Rio de Janeiro - RJ, 22440-000, Brazil;ROOFTOP
1086537;-22.9846782;-43.2090226;Rua Garcia d'Avila, 64 - sala 408 - Ipanema, Rio de Janeiro - RJ, 22421-010, Brazil;ROOFTOP
1086634;-5.786819899999999;-35.2057188;R. João Pessoa, 219 - Cidade Alta, Natal - RN, 59025-500, Brazil;ROOFTOP
1086863;-23.5586319;-46.66002880000001;Av. Paulista, 2073 - Bela Vista, São Paulo - SP, 01311-940, Brazil;ROOFTOP
1086936;-12.9795738;-38.4563474;R. Alceu Amoroso Lima, 314 - Caminho das Árvores, Salvador - BA, 41820-770, Brazil;ROOFTOP
1086952;-22.9841907;-43.2059515;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1087320;-23.6196434;-46.5746889;Av. Sen. Roberto Símonsen, 743 - 743 - Santo Antônio, São Caetano do Sul - SP, 09530-401, Brazil;ROOFTOP
1087452;-22.8968286;-43.1215203;Trend Office Tower - R. Gen. Andrade Neves, 9 - sala 1524 - São Domingos, Niterói - RJ, 24210-000, Brazil;ROOFTOP
1087711;-22.896378;-43.12210750000001;Rua Quinze de Novembro - Centro, Niterói - RJ, 24020-125, Brazil;GEOMETRIC_CENTER
1087908;-22.9694671;-43.1844905;Rua Siqueira Campos, 43 - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil;ROOFTOP
1087916;-22.9838972;-43.2045529;R. Visc. de Pirajá, 330 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1088009;-22.8939246;-43.1234752;em frente à estação das barcas - R. da Conceição, 13 - sala 210 - Centro, Niterói - RJ, 24020-080, Brazil;ROOFTOP
1088122;-22.9840622;-43.2071449;R. Visc. de Pirajá, 414 - Ipanema, Rio de Janeiro - RJ, 22061-010, Brazil;ROOFTOP
1088270;-22.9826697;-43.211127;R. Visc. de Pirajá, 547 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1088319;-19.931878;-43.9535874;R. Ouro Preto, 1596 - Sala 804 - Santo Agostinho, Belo Horizonte - MG, 30170-048, Brazil;ROOFTOP
1088432;-22.8939246;-43.1234752;Edifício Sulacap - R. da Conceição, 13 - Sala 202 - Centro, Niterói - RJ, 24020-080, Brazil;ROOFTOP
1088459;-23.619436;-46.5037039;Rua Reverendo Simão Salem, 209 - Vila Cardoso Franco, São Paulo - SP, 03978-160, Brazil;ROOFTOP
1088475;-22.9443711;-43.0407026;R. Dr. Rovane Tavares Guimarães - Itaipu, Niterói - RJ, 24320-330, Brazil;GEOMETRIC_CENTER
1088602;-21.1283658;-48.9752087;R. Goiás, 1090 - Higienópolis, Catanduva - SP, 15804-010, Brazil;ROOFTOP
1088645;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - 9 andar - Ipanema, Rio de Janeiro - RJ, 22440-000, Brazil;ROOFTOP
1088661;-21.1284408;-48.9751908;R. Goiás, 1090 - Higienópolis, Catanduva - SP, 15804-010, Brazil;ROOFTOP
1089013;-16.6963978;-49.2495165;R. 120, 313 - quadra f40 - St. Sul, Goiânia - GO, 74085-450, Brazil;ROOFTOP
1089021;-22.9712735;-43.1872708;R. Santa Clara, 70 - Sala 1306 - Copacabana, Rio de Janeiro - RJ, 22041-900, Brazil;ROOFTOP
1089269;-23.4629876;-46.5309616;Av. Salgado Filho, 252 - Centro, Guarulhos - SP, 07115-000, Brazil;ROOFTOP
1089331;-19.873358;-43.9474666;R. Padre Felipe da Silva, 555 - Santa Cruz, Belo Horizonte - MG, 31155-020, Brazil;ROOFTOP
1089617;-22.9781509;-43.1908708;Av. Nossa Sra. de Copacabana, 1052 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
1090003;-12.9790059;-38.4608571;Av. Tancredo Neves, 620 - 620 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil;ROOFTOP
1090038;-12.9790059;-38.4608571;Av. Tancredo Neves, 620 - 620 - Caminho das Árvores, Salvador - BA, 41820-020, Brazil;ROOFTOP
1090151;-22.9844846;-43.2015909;R. Visc. de Pirajá, 207 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1090194;-22.983675;-43.2115003;R. Visc. de Pirajá, 550 - sala 1408 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1090216;-22.8957728;-43.1155771;R. Dr. Celestino, 122/704 - Centro, Niterói - RJ, 24230-000, Brazil;ROOFTOP
1090232;-22.9026665;-43.2811564;R. Dias da Cruz, 147/303 - Méier, Rio de Janeiro - RJ, 20720-010, Brazil;ROOFTOP
1090356;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - sala 1011 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1090496;-22.8803347;-43.4680352;R. da Feira, n° 159 - Bangu, Rio de Janeiro - RJ, 21820-030, Brazil;ROOFTOP
1090623;-22.9716886;-43.18683470000001;R. Santa Clara, 50 - Cobertura - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
1090836;-23.5261356;-46.5199154;R. Cinco de Maio, 22 - Penha de França, São Paulo - SP, 03651-030, Brazil;RANGE_INTERPOLATED
1091069;-22.9015446;-43.1137704;R. Miguel de Frias - Icaraí, Niterói - RJ, 24220-001, Brazil;GEOMETRIC_CENTER
1091093;-22.9706695;-43.1877381;R. Santa Clara, 98 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
1091190;-23.5424071;-46.5591795;R. Francisco Marengo, 584 - Tatuapé, São Paulo - SP, 03313-000, Brazil;ROOFTOP
1091298;-22.8795187;-43.3630006;R. das Rosas, 95 - sala 207 - Vila Valqueire, Rio de Janeiro - RJ, 21330-680, Brazil;ROOFTOP
1091379;-22.4074048;-41.8020438;R. Acapulco, 250 - Cavaleiros, Macaé - RJ, 27920-150, Brazil;ROOFTOP
1091573;-22.9233859;-43.2576098;R. Barão de Mesquita, 998 - Grajaú, Rio de Janeiro - RJ, 20540-004, Brazil;ROOFTOP
1091603;-22.9688295;-43.1846804;Rua Siqueira Campos, 30 - Copacabana, Rio de Janeiro - RJ, 22031-070, Brazil;ROOFTOP
1091700;-22.9061236;-43.1122053;R. Ator Paulo Gustavo, 160 - Icaraí, Niterói - RJ, 24230-062, Brazil;ROOFTOP
1092138;-22.9235594;-43.2307536;Rua Conde de Bonfim, 289 - Tijuca, Rio de Janeiro - RJ, 20520-051, Brazil;ROOFTOP
1092197;-23.5884822;-46.6067162;R. Cisplatina, 56 - Sala 8 e 9 - Ipiranga, São Paulo - SP, 04211-040, Brazil;ROOFTOP
1092421;-22.9655633;-43.1771053;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22020-002, Brazil;ROOFTOP
1092472;-22.9835215;-43.21318369999999;R. Visc. de Pirajá, 608 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
1092499;-22.8963483;-43.12202689999999;Rua Quinze de Novembro, 92 - Centro, Niterói - RJ, 24020-125, Brazil;ROOFTOP
1092561;-22.9027639;-43.2814202;Condomínio do Edifício Mesbla Meier - R. Dias da Cruz, 155 - Méier, Rio de Janeiro - RJ, 20720-010, Brazil;ROOFTOP
1092685;-9.6735144;-35.718569;R. Epaminondas Gracindo, 22 - Pajuçara, Maceió - AL, 57030-101, Brazil;ROOFTOP
1092707;-23.6259455;-46.5540031;R. Oriente, 757 - Barcelona, São Caetano do Sul - SP, 09551-010, Brazil;ROOFTOP
1092774;-22.9351695;-43.3376511;R. Araguaia, 1055 - Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-270, Brazil;ROOFTOP
1092790;-22.9060695;-43.1769305;R. S. José, 90 - sala: 706 - Centro, Rio de Janeiro - RJ, 20040-901, Brazil;ROOFTOP
1092804;-22.9843561;-43.2082201;R. Visc. de Pirajá, 433 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1092952;-22.9780047;-43.1909279;R. Miguel Lemos, 41 - Copacabana, Rio de Janeiro - RJ, 22071-000, Brazil;ROOFTOP
1092979;-22.9042323;-43.1752459;R. da Assembléia, 10 - sala 2408 - Centro, Rio de Janeiro - RJ, 20011-000, Brazil;ROOFTOP
1093029;-22.9841824;-43.2115579;R. Visc. de Pirajá, 547 - Ipanema, Rio de Janeiro - RJ, 22410-900, Brazil;ROOFTOP
1093150;-22.8959451;-43.1210415;R. Dr. Borman, 43 - Centro, Niterói - RJ, 24020-320, Brazil;ROOFTOP
1093363;-22.9846071;-43.2043197;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
1093622;-22.9716311;-43.1868668;R. Santa Clara, 50 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
1093703;-7.987728499999999;-34.8387258;Av. Dr. José Augusto Moreira, 900 - Casa Caiada, Olinda - PE, 53130-410, Brazil;ROOFTOP
1093754;-22.9882301;-43.3626083;Av. Ayrton Senna, 2600 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil;ROOFTOP
1093762;-22.9551149;-43.1930904;R. Real Grandeza, 182 - Botafogo, Rio de Janeiro - RJ, 22281-036, Brazil;ROOFTOP
1093835;-22.97076;-43.1854;Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ, 22031-012, Brazil;GEOMETRIC_CENTER
1094122;-22.9842416;-43.1997063;R. Visc. de Pirajá, 164 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
1094149;-22.91008;-43.1778519;R. Sen. Dantas, 75 - Centro, Rio de Janeiro - RJ, 20031-204, Brazil;ROOFTOP
1094386;-2.5328765;-44.1882125;R. 12 Quadra 19 - Vila Maioba do Janipapeiro, São José de Ribamar - MA, 65110-000, Brazil;GEOMETRIC_CENTER
1094432;-22.9226432;-43.2314048;Rua: Almirante Cochrane, 280 - Tijuca, Rio de Janeiro - RJ, 20550-040, Brazil;ROOFTOP
1094467;-22.9716886;-43.18683470000001;R. Santa Clara, 50 - Sala 1118 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
1094513;-23.5260384;-46.515937;R. Alicante, 140 - Vila Granada, São Paulo - SP, 03654-010, Brazil;ROOFTOP
1094599;-22.9525049;-43.1884005;R. Voluntários da Pátria, 190 - Botafogo, Rio de Janeiro - RJ, 22270-902, Brazil;ROOFTOP
1094653;-23.59115;-46.62736779999999;R. Francisco de Vitória, 201 - Chácara Klabin, São Paulo - SP, 04116-180, Brazil;ROOFTOP
1094858;-22.9208447;-43.17857900000001;Rua Benjamin Constant, 49 - Glória, Rio de Janeiro - RJ, 23060-730, Brazil;ROOFTOP
1094874;-25.4641502;-49.2844212;R. Alcebíades Plaisant, 1330 - Água Verde, Curitiba - PR, 80620-270, Brazil;ROOFTOP
1094890;-22.9738729;-43.18531;Av. Nossa Sra. de Copacabana, 647 - Sala 409 - 4º Andar - Copacabana, Rio de Janeiro - RJ, 22050-901, Brazil;ROOFTOP
1095609;-12.9877796;-38.4507649;Av. Prof. Magalhães Neto, 1541 - bloco A - sala 4006 - Pituba, Salvador - BA, 41810-011, Brazil;ROOFTOP
1095692;-22.9217884;-43.2361173;Av. Maracanã, 987 - Tijuca, Rio de Janeiro - RJ, 20511-000, Brazil;ROOFTOP
1095765;-23.2070515;-45.8879649;Av. Engenheiro Francisco José Longo, 1600 - Vila Betania, São José dos Campos - SP, 12245-001, Brazil;ROOFTOP
1095803;-23.6117249;-46.7681331;Av. Vida Nova, 156 - Jardim Maria Rosa, Taboão da Serra - SP, 06764-045, Brazil;ROOFTOP
1095919;-22.984194;-43.209026;R. Visc. de Pirajá, 463 - sala 503 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1096036;-22.7954383;-43.1829189;Av. Paranapuã, 1392 - Praia da Bandeira, Rio de Janeiro - RJ, 21910-254, Brazil;ROOFTOP
1096125;-22.9882301;-43.3626083;Av. Ayrton Senna, 2600 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brazil;ROOFTOP
1096176;-23.6097017;-46.69327639999999;Rua Arandu, 205 - Itaim Bibi, São Paulo - SP, 04562-030, Brazil;ROOFTOP
1096273;-22.9845092;-43.20562109999999;R. Visc. de Pirajá, 351 - sala 515 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
1096389;-23.6136333;-46.6794764;R. Guararapes, 69 - Brooklin, São Paulo - SP, 04561-000, Brazil;RANGE_INTERPOLATED
1096486;-22.9779625;-43.1908952;R. Miguel Lemos - Copacabana, Rio de Janeiro - RJ, 22071-000, Brazil;GEOMETRIC_CENTER
1096494;-22.9707441;-43.1867549;Av. Nossa Sra. de Copacabana, 680 - SALA 411 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
1096559;-22.977984;-43.190918;Rua: Miguel Lemos, 41 - Copacabana, Rio de Janeiro - RJ, 22071-000, Brazil;ROOFTOP
1096745;-23.9931084;-46.258814;R. Montenegro, 424 - Pitangueiras, Guarujá - SP, 11410-040, Brazil;ROOFTOP
1096818;-22.939085;-43.1734864;Av. Rui Barbosa, 10 - Flamengo, Rio de Janeiro - RJ, 22250-020, Brazil;ROOFTOP
1096842;-22.9835618;-43.2116449;Edifício Top Center - R. Visc. de Pirajá, 550 - Sala 510 - Ipanema, Rio de Janeiro - RJ, 22410-901, Brazil;ROOFTOP
1096923;-23.583905;-46.6310016;R. Dona Carolina, 91 - Vila Mariana, São Paulo - SP, 04110-030, Brazil;ROOFTOP
1096931;-23.5785722;-46.6752086;R. Dr. Renato Paes de Barros, 3 - Itaim Bibi, São Paulo - SP, 01407-200, Brazil;RANGE_INTERPOLATED
1097032;-22.9223708;-43.231721;R. Santo Afonso, 44 - Tijuca, Rio de Janeiro - RJ, 20511-180, Brazil;ROOFTOP
1097547;-22.9655547;-43.1771118;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
1097644;-22.9525049;-43.1884005;R. Voluntários da Pátria, 190 - Botafogo, Rio de Janeiro - RJ, 22270-902, Brazil;ROOFTOP
