CNES;Latitude_Nova;Longitude_Nova;Endereco_Google;Qualidade_Busca
7631952;-22.9709036;-43.1870008;Av. Nossa Sra. de Copacabana, 690 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
7632002;-22.9737483;-43.1884707;Av. Nossa Sra. de Copacabana, 817 - 7o andar - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
7632665;-22.8728587;-43.3388663;Estr. do Portela, 99 - Polo 1, Rio de Janeiro - RJ, 21351-050, Brazil;ROOFTOP
7632800;-23.4451097;-52.0228242;Estr. Velha p/ Paiçandu, 2812 - Gleba Ribeirão Colombo, Maringá - PR, 87065-165, Brazil;ROOFTOP
7633157;-22.7513806;-41.8807169;Tv. da Usina - Village de Búzios, Armação dos Búzios - RJ, 28950-000, Brazil;GEOMETRIC_CENTER
7633181;-22.9841835;-43.1975279;R. Visc. de Pirajá, 82 - Ipanema, Rio de Janeiro - RJ, 22410-970, Brazil;ROOFTOP
7633246;-7.7299696;-37.2388667;Santa Rita de Tuparetama - Santa Rita, Tuparetama - PE, 56760-000, Brazil;GEOMETRIC_CENTER
7633408;-22.9238709;-42.8266458;R. Doutor Pedro da Cunha, 1148 - Lote 7E - Araçatiba, Maricá - RJ, 24900-000, Brazil;GEOMETRIC_CENTER
7633580;-23.6182236;-46.5680016;Rua Oswaldo Cruz, 210 - Santa Paula, São Caetano do Sul - SP, 09541-270, Brazil;ROOFTOP
7633637;-22.9841203;-43.2044744;R. Visc. de Pirajá, 330 - Loja 302 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
7633696;-22.9835859;-43.2115579;R. Visc. de Pirajá, 550 - sala 1211 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
7633742;-22.9835215;-43.21318369999999;R. Visc. de Pirajá, 608 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
7633777;-22.9842959;-43.1995759;218 - R. Visc. de Pirajá, 156 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
7633785;-22.9512645;-43.1831158;R. Voluntários da Pátria, 45/1306 - Botafogo, Rio de Janeiro - RJ, 22270-000, Brazil;ROOFTOP
7634137;-22.9844825;-43.2056208;R. Visc. de Pirajá, 351 - loja 108 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
7634145;-22.9541803;-43.1894551;R. Sorocaba, 478 - Botafogo, Rio de Janeiro - RJ, 22271-110, Brazil;RANGE_INTERPOLATED
7634250;-22.9752734;-43.1895695;Av. Nossa Sra. de Copacabana, 897 - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;ROOFTOP
7634269;-22.9655547;-43.1771118;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
7634552;-22.9708124;-43.1862633;Av. Nossa Sra. de Copacabana, 647 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7634803;-23.251719;-47.0539725;R. Luís Nunes, 366 - Jardim da Serra, Cabreúva - SP, 13315-000, Brazil;ROOFTOP
7636997;-23.1011899;-48.9209136;R. Goiás, 1653 - Centro, Avaré - SP, 18700-110, Brazil;ROOFTOP
7637004;-23.1073337;-48.9249208;R. Santa Catarina, 513 - Centro, Avaré - SP, 18700-005, Brazil;ROOFTOP
7637195;-22.9966056;-44.3040999;R. Maria José Lucas Peixoto, 359 - Parque das Palmeiras, Angra dos Reis - RJ, 23906-445, Brazil;ROOFTOP
7637659;-26.2371709;-51.0835987;R. Santos Dumont, 339 - Cidade Nova, Porto União - SC, 89400-000, Brazil;ROOFTOP
7638086;-22.841345;-43.4835424;Estr. Gen. Emílio Maurell Filho, 51 - Bangu, Rio de Janeiro - RJ, 21854, Brazil;RANGE_INTERPOLATED
7638906;-29.3598765;-50.8130148;Av. Júlio de Castilhos, Nº 82 - Sl106 - Centro, Canela - RS, 95680-000, Brazil;ROOFTOP
7640331;-32.1820889;-52.1623862;Av. Rio Grande, 229 - Cassino, Rio Grande - RS, 96205-001, Brazil;ROOFTOP
7640749;-29.836549;-51.15983250000001;R. Melvin Jones - Tamandaré, Esteio - RS, 93260-390, Brazil;GEOMETRIC_CENTER
7640803;-23.610732;-46.7590168;R. Elizabetta Lips, 178 - Jardim Bom Tempo, Taboão da Serra - SP, 06763-190, Brazil;ROOFTOP
7640838;-32.0328038;-52.09473389999999;R. Zalony, 170 - Centro, Rio Grande - RS, 96200-070, Brazil;ROOFTOP
7641087;-22.9352057;-44.4011995;Tv. Santa Rita II, 115 - Santa Rita do Bracuí, Angra dos Reis - RJ, Brazil;RANGE_INTERPOLATED
7641095;-23.0094154;-44.31907;R. Teixeira Brandão, 106 - Centro, Angra dos Reis - RJ, 23900-105, Brazil;ROOFTOP
7641796;-23.1978979;-45.89318189999999;R. Santa Clara, 450 - Vila Adyana, São José dos Campos - SP, 12243-630, Brazil;ROOFTOP
7642091;-15.3091441;-49.59818139999999;R. Leopoldina Salgado - Centro, Ceres - GO, 76300-000, Brazil;GEOMETRIC_CENTER
7642458;-7.9930666;-34.84072570000001;R. Carmelita Muniz de Araújo, S/N (Shopping Patteo - Casa Caiada, Olinda - PE, 53130-410, Brazil;GEOMETRIC_CENTER
7642687;-22.906025;-43.1120697;R. Cel. Moreira César, 160 - Pavuna, Niterói - RJ, 24230-052, Brazil;ROOFTOP
7642717;-15.3105701;-49.5996574;R. 20, 87 - St. Sao Francisco, Ceres - GO, 76300-000, Brazil;RANGE_INTERPOLATED
7642733;-15.3144557;-49.601682;R. 16, 831 - St. Sao Francisco, Ceres - GO, 76300-000, Brazil;RANGE_INTERPOLATED
7642881;-20.900892;-51.3812552;R. Ceará, 1384 - Centro, Andradina - SP, 16900-025, Brazil;ROOFTOP
7643586;-22.5116949;-43.1780081;R. Mal. Deodoro, 46 - sala 604 - Centro, Petrópolis - RJ, 25620-150, Brazil;ROOFTOP
7644116;-12.8836211;-38.3098616;R. Pelicano, 506 - Salas - 209 e 210 - Pitangueiras, Lauro de Freitas - BA, 42701-340, Brazil;ROOFTOP
7644647;-22.9716886;-43.18683470000001;R. Santa Clara, 50 - Sala 1001 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
7644663;-22.9707688;-43.18625979999999;Av. Nossa Sra. de Copacabana, 647 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7644809;-22.9702575;-43.1856377;Av. Nossa Sra. de Copacabana, 613 - sala 609 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7644841;-22.9741172;-43.188531;R. Constante Ramos, 44 - Copacabana, Rio de Janeiro - RJ, 22051-012, Brazil;ROOFTOP
7645198;-22.9845672;-43.2031171;R. Visc. de Pirajá, 330 - sala 714 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
7645392;-22.9753447;-43.1900505;Av. Nossa Sra. de Copacabana, 920 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
7645430;-22.9727671;-43.1884338;Av. Nossa Sra. de Copacabana, 794/706 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
7645473;-22.9741172;-43.188531;R. Constante Ramos, 44 - Copacabana, Rio de Janeiro - RJ, 22051-012, Brazil;ROOFTOP
7645600;-22.9845403;-43.2056424;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
7645759;-9.6527617;-35.7011216;Rua José Pontes de Magalhães, N70, JTR Edif Italia Sala 203 - Jatiúca, Maceió - AL, 57036-250, Brazil;GEOMETRIC_CENTER
7646011;-22.9843146;-43.1995703;218 - R. Visc. de Pirajá, 156 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
7646224;-22.8415276;-43.31338359999999;Av. Meriti, 2008 - Vila da Penha, Rio de Janeiro - RJ, 21211-006, Brazil;ROOFTOP
7646615;-9.6622335;-35.7389038;R. Boa Vista, 281 - Centro, Maceió - AL, 57020-110, Brazil;ROOFTOP
7646844;-23.0088548;-44.3182408;Travessa Jordão Galindo, 30 - Centro, Angra dos Reis - RJ, 23900-470, Brazil;ROOFTOP
7648294;-7.9977765;-34.838911;Av. Min. Marcos Freire, 1615 - Bairro Novo, Olinda - PE, 53030-005, Brazil;ROOFTOP
7648634;-22.0166097;-47.87932199999999;R. Maj. José Inácio, 3187 - Centro, São Carlos - SP, 13560-162, Brazil;ROOFTOP
7649983;-26.9067465;-48.65857380000001;R. Dagoberto Nogueira, 100 - sala 403 - Centro, Itajaí - SC, 88301-060, Brazil;ROOFTOP
7650140;-7.997376999999999;-34.8399096;Av. Pres. Getúlio Vargas, 1605 - Bairro Novo, Olinda - PE, 55815-105, Brazil;ROOFTOP
7651023;-23.5456845;-46.7647162;R. Raul Tôrres, 60 - Vila Campesina, Osasco - SP, 06028-060, Brazil;ROOFTOP
7651031;-27.6385782;-52.2718295;Av. Sete de Setembro, 380 - Centro, Erechim - RS, 99700-000, Brazil;ROOFTOP
7651422;-27.6005989;-48.641472;R. Ver. Arthur Manoel Mariano, 959 - Forquilhinhas, São José - SC, 88106-500, Brazil;ROOFTOP
7651503;-3.7424582;-57.1782267;7R5C+2P - Repartimento, Maués - AM, 69190-000, Brazil;ROOFTOP
7652399;-22.8713372;-43.7777778;Av. Paulo de Frontin, 61 - Centro, Itaguaí - RJ, 23815-490, Brazil;ROOFTOP
7652836;-7.0807859;-41.4669488;R. Santo Antônio, 223 - São Sebastiao, Picos - PI, 64600-000, Brazil;ROOFTOP
7653166;-20.5577766;-48.5673196;Pr. Francisco Barreto, 27 - 660 - Centro, Barretos - SP, 14780-059, Brazil;RANGE_INTERPOLATED
7653255;-19.8034313;-43.9929822;R. Padre Pedro Pinto, 6061 - Venda Nova, Belo Horizonte - MG, 31660-000, Brazil;ROOFTOP
7653263;-19.9287089;-43.9578784;R. Tompson Flôres, 22 - Prado, Belo Horizonte - MG, 30411-166, Brazil;ROOFTOP
7653433;-22.8178244;-43.1967715;R. Babaçu, 22 - Jardim Guanabara, Rio de Janeiro - RJ, 21931-230, Brazil;ROOFTOP
7653956;-22.9479506;-43.0244445;R. Mercedes Ayres Neves - Maravista, Niterói - RJ, 24320-330, Brazil;GEOMETRIC_CENTER
7654197;-5.8910363;-38.6226372;R. Savino Barreira, 1022 - Centro, Jaguaribe - CE, 63475-000, Brazil;ROOFTOP
7654308;-7.9408557;-38.152043;R. Joao Agostinho de Lima - Calumbi, PE, 56930-000, Brazil;GEOMETRIC_CENTER
7654820;-23.4823322;-46.67343570000001;Av. Dep. Emílio Carlos, 2869 - Limão, São Paulo - SP, 02720-200, Brazil;ROOFTOP
7655169;-29.8710733;-50.0785222;Av. Leme - Atlântida-Sul, Osório - RS, 95527-000, Brazil;GEOMETRIC_CENTER
7655215;-23.0075046;-44.3172894;R. da Conceição, 119 - Centro, Angra dos Reis - RJ, 23900-435, Brazil;ROOFTOP
7655290;-23.0078746;-44.3204114;R. Cel. Carvalho, 539 - Centro, Angra dos Reis - RJ, 23900-310, Brazil;ROOFTOP
7655894;-29.8653319;-51.1796118;Av. Pres. Vargas, 4016 - São Sebastiao, Esteio - RS, 92010-013, Brazil;RANGE_INTERPOLATED
7655908;-2.5396153;-44.220336;Av. Jerônimo de Albuquerque, 8 - Cohab Anil III, São Luís - MA, 65051-000, Brazil;ROOFTOP
7656459;-3.5436937;-45.6097457;R. João Vital, Bom Jardim - MA, 65380-000, Brazil;GEOMETRIC_CENTER
7656483;-8.2306122;-39.379659;Av. José Gomes da Costa, 52 - COHAB, Terra Nova - PE, 56190-000, Brazil;ROOFTOP
7657595;-22.8117092;-43.190997;Estr. da Cacuia, 98 - Cacuia, Rio de Janeiro - RJ, 21921-000, Brazil;ROOFTOP
7657897;-19.510478;-41.021705;R. Pedro Nolasco, 07 - Baixo Guandu, ES, 29730-000, Brazil;ROOFTOP
7657900;-32.0332488;-52.09392709999999;Av. Silva Paes, 266 - Centro, Rio Grande - RS, 96200-340, Brazil;ROOFTOP
7658125;-19.9579992;-44.0172604;Av. General David Sarnoff, 5150 - Cidade Industrial, Contagem - MG, 32210-110, Brazil;ROOFTOP
7658184;-2.5518547;-44.21905340000001;Av. Jerônimo de Albuquerque, 03 - Forquilha, São Luís - MA, 65051-210, Brazil;ROOFTOP
7658508;-22.9841972;-43.2008845;R. Farme de Amoedo, 75 - Ipanema, Rio de Janeiro - RJ, 22420-020, Brazil;ROOFTOP
7658761;-22.984483;-43.203164;R. Visc. de Pirajá, 259 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
7658907;-22.9698805;-43.1850034;Av. Nossa Sra. de Copacabana, 583 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7659024;-22.8105536;-43.1858212;Estr. da Cacuia, 661 - Cacuia, Rio de Janeiro - RJ, 21921-000, Brazil;ROOFTOP
7659091;-22.9064617;-43.1761936;Av. Nilo Peçanha - Centro, Rio de Janeiro - RJ, 20040-002, Brazil;GEOMETRIC_CENTER
7659652;-23.5956043;-46.6271735;R. Itapriás, 50 - Vila Mariana, São Paulo - SP, 04118-100, Brazil;ROOFTOP
7660170;-23.2474367;-45.9157672;R. Itabaiana - Conj. Res. Trinta e Um de Marco, São José dos Campos - SP, 12237-540, Brazil;GEOMETRIC_CENTER
7662025;-19.7932183;-43.9328147;Av. Brasília, 1238 - Duquesa I, Santa Luzia - MG, 33120-452, Brazil;ROOFTOP
7662300;-12.997329;-38.4772056;Av. Juracy Magalhães Júnior - Rio Vermelho, Salvador - BA, 41940-060, Brazil;GEOMETRIC_CENTER
7662521;-19.9201831;-43.91356409999999;R. Niquelina, 711 - Santa Efigênia, Belo Horizonte - MG, 30260-100, Brazil;ROOFTOP
7662556;-19.920676;-43.941142;Av. Amazonas, 713 - Centro, Belo Horizonte - MG, 30180-001, Brazil;ROOFTOP
7662572;-19.9346025;-43.9718064;Av. Barão Homem de Melo, 23 - Nova Granada, Belo Horizonte - MG, 30431-285, Brazil;ROOFTOP
7662599;-23.0075338;-44.31821009999999;R. Raul Pompéia, 75 - Centro, Angra dos Reis - RJ, 23900-090, Brazil;ROOFTOP
7662734;-12.7477827;-48.2373202;Av. Praiao, s/n, São Salvador do Tocantins - TO, 77368-000, Brazil;ROOFTOP
7664125;-7.3138331;-38.7812566;R. João Lucas - Buritizinho, Mauriti - CE, 63210-000, Brazil;GEOMETRIC_CENTER
7664443;-23.5226831;-46.8375572;Av. Tâmara, 311 - Centro, Carapicuíba - SP, 06320-020, Brazil;ROOFTOP
7664729;-26.246645;-53.33669099999999;QM37+88, Flor da Serra do Sul - State of Paraná, 85618-000, Brazil;ROOFTOP
7666268;-22.9781299;-43.1908685;Av. Nossa Sra. de Copacabana, 1052 - Sala 704 - Copacabana, Rio de Janeiro - RJ, 22060-002, Brazil;ROOFTOP
7666888;-23.9762246;-46.2927038;Av. Gov. Mário Covas Júnior, 2005-2661 - Porto Ponta da Praia, Santos - SP, 11020-305, Brazil;ROOFTOP
7667027;-23.5495256;-51.4598942;Praça 28 de Janeiro - Audioclinic - R. Prof. João Cândido Ferreira, 51 - Centro, Apucarana - PR, 86800-100, Brazil;ROOFTOP
7667051;-7.8293336;-39.0730502;R. Manoel Angelo Ferreira, 544 - Centro, Penaforte - CE, 63280-000, Brazil;ROOFTOP
7667922;-13.0027082;-38.5020055;R. Eduardo José dos Santos, 147 - Rio Vermelho, Salvador - BA, 40210-755, Brazil;ROOFTOP
7668147;-14.3261599;-39.4666028;R. Jamil Rinan - Centro, Gongogi - BA, 45540-000, Brazil;GEOMETRIC_CENTER
7668279;-18.9197095;-48.2808721;Av. João Pinheiro, 300 - Centro, Uberlândia - MG, 38400-124, Brazil;ROOFTOP
7669356;-13.8586595;-40.0827853;R. Dois de Julho, 104 - Centro, Jequié - BA, 45200-270, Brazil;ROOFTOP
7669585;-22.9033927;-43.1123052;Rua Dr. Tavares de Macedo, 95 - Icaraí, Niterói - RJ, 24220-215, Brazil;ROOFTOP
7669836;-7.7089673;-38.1557426;R. Francisco Pereira de Souza, 84 - Manaíra, PB, 58995-000, Brazil;RANGE_INTERPOLATED
7669860;-22.9065449;-43.1106026;Rua Coronel Moreira César, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
7669976;-12.9339032;-38.425848;Av. São Rafael - São Rafael, Salvador - BA, Brazil;GEOMETRIC_CENTER
7670087;-26.9462868;-48.7222829;Rod. Antônio Heil, 2555 - Itaipava, Itajaí - SC, 88316-001, Brazil;RANGE_INTERPOLATED
7670214;-29.1674722;-51.8712203;R. Júlio de Castilhos, 156 - Centro, Muçum - RS, 95970-000, Brazil;ROOFTOP
7670338;-21.2897757;-50.3361587;R. Tamôio, 77 - Vila Xavier, Birigui - SP, 16203-116, Brazil;ROOFTOP
7670699;-19.5090485;-42.5499647;Av. 26 de Outubro, 1595 - Bela Vista, Ipatinga - MG, 35160-208, Brazil;ROOFTOP
7671334;-23.0055175;-44.2982858;Est do Marinas, 1000 - Centro, Angra dos Reis - RJ, 23907-000, Brazil;ROOFTOP
7671490;-20.3827457;-43.5111191;Tv. Domingos Vidal, 103 - Rosario, Ouro Preto - MG, 35400-000, Brazil;ROOFTOP
7671695;-12.0235633;-38.8648239;Av. Manoel Damásio - Santanópolis, BA, 44260-000, Brazil;GEOMETRIC_CENTER
7671806;-26.2362398;-51.0837782;R. Padre Anchieta, 145 - Centro, Porto União - SC, 89400-000, Brazil;ROOFTOP
7672012;-23.0088465;-44.3191061;R. Quaresma Júnior, 160 - Centro, Angra dos Reis - RJ, 23900-290, Brazil;ROOFTOP
7672519;-22.9713582;-43.1875055;R. Santa Clara, 50 - 507 - Copacabana, Rio de Janeiro - RJ, 22041-012, Brazil;ROOFTOP
7672586;-22.8991709;-43.1781866;Condomínio do Edifício Ceppas - R. V.de de Inhaúma, 50 - Centro, Rio de Janeiro - RJ, 20091-007, Brazil;ROOFTOP
7672713;-22.970054;-43.185567;Condomínio do Edifício Júlio Siqueira - Av. Nossa Sra. de Copacabana, 605 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7673183;-22.3835006;-41.7718032;Av. Elias Agostinho, 340 /110 - Imbetiba, Macaé - RJ, 27970-020, Brazil;ROOFTOP
7673418;-10.0791211;-62.9765587;Cajazeiras, S/N Lote 21a BR-364 - Km 497 - Gleba 35, Ariquemes - RO, 76878-899, Brazil;ROOFTOP
7673507;-22.9694276;-43.1846669;Rua Siqueira Campos, 43 - Copacabana, Rio de Janeiro - RJ, 22031-070, Brazil;ROOFTOP
7673728;-22.7984577;-43.2105883;R. Eduardo Nadruz, 649 - Portuguesa, Rio de Janeiro - RJ, 21932-510, Brazil;ROOFTOP
7674287;-22.9682661;-43.18369819999999;R. Hilário de Gouveia, 66 - 2º andar - Copacabana, Rio de Janeiro - RJ, 22040-020, Brazil;ROOFTOP
7674309;-22.9844392;-43.2056481;R. Visc. de Pirajá, 351 - sala 614 - Ipanema, Rio de Janeiro - RJ, 22410-906, Brazil;ROOFTOP
7674694;-22.97136;-43.1875604;Edifício das Boutiques - R. Santa Clara, 75 - Cobertura 4 - Copacabana, Rio de Janeiro - RJ, 22041-011, Brazil;ROOFTOP
7674708;-23.0009273;-43.38297;Av. das Américas - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brazil;GEOMETRIC_CENTER
7674856;-20.5611995;-48.5718447;R. 28, 1341 - Centro, Barretos - SP, 14780-110, Brazil;ROOFTOP
7675097;-22.9728126;-43.1885142;Av. Nossa Sra. de Copacabana, 794 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil;ROOFTOP
7676050;-20.0849815;-51.0933105;R. Sete de Setembro, 972 - Centro, Aparecida do Taboado - MS, 79570-000, Brazil;RANGE_INTERPOLATED
7676190;-8.876599299999999;-36.3652798;Av. João de Assis Moreno, 49, São João - PE, 55435-000, Brazil;ROOFTOP
7676387;-23.5358329;-46.575237;R. Tuiuti, 1189 - Tatuapé, São Paulo - SP, Brazil;ROOFTOP
7676654;-23.7664963;-53.3105558;Av. Rio Branco, 4488 - Zona I, Umuarama - PR, 87501-130, Brazil;ROOFTOP
7677723;-32.0354708;-52.1078903;R. Mal. Deodoro, 320 - Cidade Nova, Rio Grande - RS, 96211-480, Brazil;ROOFTOP
7678398;-23.6467975;-46.8537836;Av. São Paulo, 97 - Jardim Silvia, Embu das Artes - SP, 06804-230, Brazil;ROOFTOP
7678517;-22.9838143;-43.2074143;R. Visc. de Pirajá, 414 - Ipanema, Rio de Janeiro - RJ, 22410-905, Brazil;ROOFTOP
7678525;-22.9655547;-43.1771118;Av. Nossa Sra. de Copacabana, 195 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
7678584;-22.968585;-43.1843453;Av. Nossa Sra. de Copacabana, 540 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
7678606;-22.9987476;-43.3594839;Av. das Américas, 4790 - 4790 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brazil;ROOFTOP
7678827;-22.9786221;-43.1906504;Av. Nossa Sra. de Copacabana, 1059 - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;ROOFTOP
7678843;-22.9801163;-43.1907384;702 - Av. Nossa Sra. de Copacabana, 1133 - Copacabana, Rio de Janeiro - RJ, 22070-012, Brazil;ROOFTOP
7678940;-22.977984;-43.190918;Rua: Miguel Lemos, 41 - Copacabana, Rio de Janeiro - RJ, 22071-000, Brazil;ROOFTOP
7678975;-22.9725597;-43.1876555;Av. Nossa Sra. de Copacabana, 749 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7679610;-22.970054;-43.185567;Condomínio do Edifício Júlio Siqueira - Av. Nossa Sra. de Copacabana, 605 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7679661;-22.9694671;-43.1844905;Rua Siqueira Campos, 43 - Copacabana, Rio de Janeiro - RJ, 22031-071, Brazil;ROOFTOP
7680562;-21.1213369;-42.9423363;R. Treze de Maio, 95 - Centro, Ubá - MG, 36500-000, Brazil;ROOFTOP
7680724;-6.769012699999999;-43.0221243;Av. Eurípedes de Aguiar, 419 - Centro, Floriano - PI, 64800-074, Brazil;ROOFTOP
7680856;-7.9618965;-34.8442577;R. das Margaridas & Av. Rio Doce - Rio Doce, Olinda - PE, 53419-100, Brazil;GEOMETRIC_CENTER
7681194;-23.5527805;-46.6348784;EDIFICIO EMILIA FONGARO - Largo Sete de Setembro, 52 - Centro Histórico de São Paulo, São Paulo - SP, 01501-050, Brazil;ROOFTOP
7681208;-23.5255871;-46.51074269999999;R. Eunice, 93 - Vila Ré, São Paulo - SP, 03656-020, Brazil;ROOFTOP
7681488;-23.5546973;-46.8020033;Av. João de Andrade, 958 - Santo Antônio, Osasco - SP, 06132-002, Brazil;ROOFTOP
7681844;-12.9679919;-39.2611633;R. Sete de Setembro, 123 - Centro, Santo Antônio de Jesus - BA, 44430-124, Brazil;ROOFTOP
7682123;-29.5132862;-51.9859965;R. Santa Catarina, 295 - Centro, Cruzeiro do Sul - RS, 95930-000, Brazil;ROOFTOP
7682549;-3.1057925;-44.0928777;Presidente Juscelino - State of Maranhão, 65140-000, Brazil;GEOMETRIC_CENTER
7682638;-8.2168669;-34.9211128;dos - Av. Bernardo Vieira de Melo, 7969 - Centro, Jaboatão dos Guararapes - PE, 54080-310, Brazil;ROOFTOP
7683316;-3.224177;-43.679939;Q8GC+82, São Benedito do Rio Preto - State of Maranhão, 65440-000, Brazil;ROOFTOP
7683545;-4.8596809;-43.3651181;Av. Getúlio Vargas, 847 - Centro, Caxias - MA, 65608-140, Brazil;ROOFTOP
7684568;-22.9813629;-43.1909424;Av. Nossa Sra. de Copacabana, 1183 - Copacabana, Rio de Janeiro - RJ, 22070-011, Brazil;ROOFTOP
7684576;-22.7470202;-47.3568666;R. Ingás, 185 - Jardim Ipiranga, Americana - SP, 13468-470, Brazil;ROOFTOP
7684924;-30.1142784;-51.2539625;R. Dr. Mário Totta, 648 - Tristeza, Porto Alegre - RS, 91920-130, Brazil;ROOFTOP
7685939;-32.0345043;-52.098328;R. Gen. Neto, 319 - Centro, Rio Grande - RS, 96200-010, Brazil;ROOFTOP
7687656;-15.5227149;-41.4989897;R. Euclídes Costa, 155 - Machado Mineiro, Águas Vermelhas - MG, 39990-000, Brazil;ROOFTOP
7687850;-22.3836188;-41.7717654;Av. Elias Agostinho, 340 - Imbetiba, Macaé - RJ, 27970-020, Brazil;ROOFTOP
7688695;-22.8961547;-43.1240025;Rua Quinze de Novembro, 4 - Centro, Niterói - RJ, 24020-003, Brazil;ROOFTOP
7689144;-23.0041006;-44.2997289;Estr. das Marinas, 91 - sl. 310 - Praia da Chácara, Angra dos Reis - RJ, Brazil;ROOFTOP
7689314;-22.3265013;-41.7431873;R. Jose Martins - Macaé, RJ, Brazil;GEOMETRIC_CENTER
7689403;-21.55897;-45.4459445;R. Venezuela, 21 - Vila Pinto, Varginha - MG, 37030-040, Brazil;ROOFTOP
7689691;-14.3132967;-39.3185202;Av. Walter Passos - Ubaitaba, BA, 45545-000, Brazil;GEOMETRIC_CENTER
7690134;-23.549864;-46.55975230000001;Rua Monte Serrat, 1395 - Tatuapé, São Paulo - SP, 03312-001, Brazil;ROOFTOP
7690983;-22.8122197;-43.1912491;Estrada do Galeão, 634 - 203 - Cacuia, Rio de Janeiro - RJ, 21931-242, Brazil;ROOFTOP
7691041;-22.982554;-43.2181883;Av. Afrânio de Melo Franco, 141 - Leblon, Rio de Janeiro - RJ, 22430-060, Brazil;ROOFTOP
7691262;-23.5355803;-46.761237;Av. Manoel Pedro Pimentel, 138 - Continental, Osasco - SP, 06020-194, Brazil;ROOFTOP
7691386;-12.483713;-43.9614331;Brejolândia - State of Bahia, 47750-000, Brazil;GEOMETRIC_CENTER
7691912;-22.1834937;-41.6599613;R. João Pedro Sobrinho, 72 - Centro, Carapebus - RJ, 27998-000, Brazil;RANGE_INTERPOLATED
7692609;-20.9007806;-51.3784693;R. Vereador Manoel Teixeira de Freitas, 1640 - Centro, Andradina - SP, 16900-022, Brazil;ROOFTOP
7693087;-22.9686883;-43.1843835;Av. Nossa Sra. de Copacabana, 540 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
7693109;-22.9834367;-43.2115579;R. Visc. de Pirajá, 550 - Ipanema, Rio de Janeiro - RJ, 22410-050, Brazil;ROOFTOP
7693389;-22.984407;-43.2075961;R. Visc. de Pirajá, 411 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
7693494;-20.5343363;-43.9898091;R INDUSTRIAL, S/N - DISTRITO INDUSTRIAL, Jeceaba - MG, 35498-000, Brazil;ROOFTOP
7693540;-28.3882517;-53.9184965;R. Tiradentes, 477 - Centro, Ijuí - RS, 98700-000, Brazil;ROOFTOP
7693613;-23.6539651;-52.6097712;R. Guararapes, 176 - Zona 02, Cianorte - PR, 87200-147, Brazil;ROOFTOP
7694237;-21.5559624;-45.4388374;R. Santa Cruz, 789 - Centro, Varginha - MG, 37002-090, Brazil;ROOFTOP
7694482;-32.0373289;-52.102021;R. Vice-Almirante Abreu, 656 - Centro, Rio Grande - RS, 96200-270, Brazil;ROOFTOP
7695209;-7.1193114;-34.8477395;Av. Pres. Epitácio Pessoa, 2515 - Estados, João Pessoa - PB, 58030-000, Brazil;ROOFTOP
7695403;-9.3845023;-40.5100522;Av. das Nações, 1000 - Petrolina, PE, 56306-260, Brazil;RANGE_INTERPOLATED
