CNES;Motivo_Erro
246948;Caiu em cidade errada. Esperado: IBGE 240810
247375;Caiu em cidade errada. Esperado: IBGE 211130
247456;Caiu em cidade errada. Esperado: IBGE 330455
247472;Caiu em cidade errada. Esperado: IBGE 330455
247510;Caiu em cidade errada. Esperado: IBGE 330455
247545;Fora do Brasil ou no mar
247588;Caiu em cidade errada. Esperado: IBGE 330455
247677;Fora do Brasil ou no mar
247774;Caiu em cidade errada. Esperado: IBGE 521770
247936;Caiu em cidade errada. Esperado: IBGE 330490
247944;Caiu em cidade errada. Esperado: IBGE 315780
248118;Caiu em cidade errada. Esperado: IBGE 410940
248231;Caiu em cidade errada. Esperado: IBGE 330455
248444;Fora do Brasil ou no mar
248983;Fora do Brasil ou no mar
249173;Fora do Brasil ou no mar
249777;Caiu em cidade errada. Esperado: IBGE 261110
249890;Caiu em cidade errada. Esperado: IBGE 290689
250147;Caiu em cidade errada. Esperado: IBGE 430210
250538;Caiu em cidade errada. Esperado: IBGE 520540
250775;Caiu em cidade errada. Esperado: IBGE 211130
251046;Caiu em cidade errada. Esperado: IBGE 330455
251151;Caiu em cidade errada. Esperado: IBGE 330455
251437;Caiu em cidade errada. Esperado: IBGE 310540
252239;Fora do Brasil ou no mar
252395;Caiu em cidade errada. Esperado: IBGE 350550
252646;Caiu em cidade errada. Esperado: IBGE 110020
252875;Caiu em cidade errada. Esperado: IBGE 351110
253375;Caiu em cidade errada. Esperado: IBGE 250750
254347;Caiu em cidade errada. Esperado: IBGE 261160
254517;Caiu em cidade errada. Esperado: IBGE 355030
254851;Caiu em cidade errada. Esperado: IBGE 313240
254959;Caiu em cidade errada. Esperado: IBGE 313420
255092;Caiu em cidade errada. Esperado: IBGE 241360
255882;Fora do Brasil ou no mar
255912;Caiu em cidade errada. Esperado: IBGE 520640
256277;Caiu em cidade errada. Esperado: IBGE 420820
256366;Caiu em cidade errada. Esperado: IBGE 432260
257990;Caiu em cidade errada. Esperado: IBGE 292910
258059;Caiu em cidade errada. Esperado: IBGE 310620
262064;Fora do Brasil ou no mar
262129;Fora do Brasil ou no mar
262307;Caiu em cidade errada. Esperado: IBGE 520540
262366;Caiu em cidade errada. Esperado: IBGE 280320
262412;Fora do Brasil ou no mar
262919;Caiu em cidade errada. Esperado: IBGE 520870
263206;Caiu em cidade errada. Esperado: IBGE 355030
263257;Caiu em cidade errada. Esperado: IBGE 355030
264334;Caiu em cidade errada. Esperado: IBGE 355280
265659;Caiu em cidade errada. Esperado: IBGE 350550
265853;Fora do Brasil ou no mar
265993;Caiu em cidade errada. Esperado: IBGE 350570
266167;Caiu em cidade errada. Esperado: IBGE 355030
266310;Caiu em cidade errada. Esperado: IBGE 355030
266760;Caiu em cidade errada. Esperado: IBGE 110020
267198;Caiu em cidade errada. Esperado: IBGE 310270
267732;Caiu em cidade errada. Esperado: IBGE 313670
268224;Caiu em cidade errada. Esperado: IBGE 355280
269182;Caiu em cidade errada. Esperado: IBGE 240810
270040;Caiu em cidade errada. Esperado: IBGE 520540
270202;Caiu em cidade errada. Esperado: IBGE 430390
270210;Caiu em cidade errada. Esperado: IBGE 221100
270318;Fora do Brasil ou no mar
270369;Fora do Brasil ou no mar
270636;Caiu em cidade errada. Esperado: IBGE 330200
270644;Caiu em cidade errada. Esperado: IBGE 354880
271144;Caiu em cidade errada. Esperado: IBGE 354870
271586;Fora do Brasil ou no mar
272159;Caiu em cidade errada. Esperado: IBGE 310280
272205;Caiu em cidade errada. Esperado: IBGE 310160
272469;Fora do Brasil ou no mar
272507;Caiu em cidade errada. Esperado: IBGE 411640
272965;Caiu em cidade errada. Esperado: IBGE 260690
274038;Caiu em cidade errada. Esperado: IBGE 351500
274453;Caiu em cidade errada. Esperado: IBGE 355030
274550;Caiu em cidade errada. Esperado: IBGE 355030
274615;Caiu em cidade errada. Esperado: IBGE 421105
275085;Caiu em cidade errada. Esperado: IBGE 330455
275891;Fora do Brasil ou no mar
275980;Caiu em cidade errada. Esperado: IBGE 520870
276243;Caiu em cidade errada. Esperado: IBGE 432170
277932;Fora do Brasil ou no mar
278068;Caiu em cidade errada. Esperado: IBGE 160025
278114;Caiu em cidade errada. Esperado: IBGE 320501
278661;Caiu em cidade errada. Esperado: IBGE 421360
279064;Caiu em cidade errada. Esperado: IBGE 260870
279544;Caiu em cidade errada. Esperado: IBGE 315640
279579;Fora do Brasil ou no mar
280259;Caiu em cidade errada. Esperado: IBGE 330455
280267;Fora do Brasil ou no mar
280550;Caiu em cidade errada. Esperado: IBGE 432000
280798;Caiu em cidade errada. Esperado: IBGE 432080
280887;Fora do Brasil ou no mar
280925;Caiu em cidade errada. Esperado: IBGE 291750
280984;Fora do Brasil ou no mar
280992;Caiu em cidade errada. Esperado: IBGE 330455
281859;Caiu em cidade errada. Esperado: IBGE 430680
282081;Caiu em cidade errada. Esperado: IBGE 313010
282219;Caiu em cidade errada. Esperado: IBGE 420420
282383;Caiu em cidade errada. Esperado: IBGE 430680
282626;Caiu em cidade errada. Esperado: IBGE 510020
283207;Caiu em cidade errada. Esperado: IBGE 520870
283401;Fora do Brasil ou no mar
283592;Caiu em cidade errada. Esperado: IBGE 420670
284238;Fora do Brasil ou no mar
284688;Caiu em cidade errada. Esperado: IBGE 420670
285145;Caiu em cidade errada. Esperado: IBGE 150760
285307;Caiu em cidade errada. Esperado: IBGE 350280
285463;Caiu em cidade errada. Esperado: IBGE 421930
286052;Fora do Brasil ou no mar
286168;Fora do Brasil ou no mar
286281;Caiu em cidade errada. Esperado: IBGE 330455
286397;Caiu em cidade errada. Esperado: IBGE 355030
286710;Fora do Brasil ou no mar
286842;Caiu em cidade errada. Esperado: IBGE 330455
286893;Caiu em cidade errada. Esperado: IBGE 330455
286982;Fora do Brasil ou no mar
287350;Caiu em cidade errada. Esperado: IBGE 310160
287628;Fora do Brasil ou no mar
287660;Caiu em cidade errada. Esperado: IBGE 250750
287806;Fora do Brasil ou no mar
288098;Fora do Brasil ou no mar
288136;Fora do Brasil ou no mar
288187;Caiu em cidade errada. Esperado: IBGE 330455
288217;Fora do Brasil ou no mar
288241;Caiu em cidade errada. Esperado: IBGE 330455
288284;Fora do Brasil ou no mar
288462;Caiu em cidade errada. Esperado: IBGE 330455
288470;Fora do Brasil ou no mar
288608;Fora do Brasil ou no mar
288748;Fora do Brasil ou no mar
293725;Caiu em cidade errada. Esperado: IBGE 291750
293857;Caiu em cidade errada. Esperado: IBGE 500500
293903;Caiu em cidade errada. Esperado: IBGE 430535
295523;Caiu em cidade errada. Esperado: IBGE 311535
295647;Caiu em cidade errada. Esperado: IBGE 355030
295663;Caiu em cidade errada. Esperado: IBGE 355030
296171;Caiu em cidade errada. Esperado: IBGE 261290
296228;Caiu em cidade errada. Esperado: IBGE 432260
297070;Fora do Brasil ou no mar
297585;Caiu em cidade errada. Esperado: IBGE 350210
297933;Caiu em cidade errada. Esperado: IBGE 260110
298093;Caiu em cidade errada. Esperado: IBGE 110020
298123;Caiu em cidade errada. Esperado: IBGE 421870
299200;Caiu em cidade errada. Esperado: IBGE 310230
300055;Fora do Brasil ou no mar
300209;Caiu em cidade errada. Esperado: IBGE 110030
300241;Caiu em cidade errada. Esperado: IBGE 521975
300756;Caiu em cidade errada. Esperado: IBGE 355030
300837;Caiu em cidade errada. Esperado: IBGE 354330
301043;Fora do Brasil ou no mar
301485;Caiu em cidade errada. Esperado: IBGE 310160
301663;Fora do Brasil ou no mar
302325;Caiu em cidade errada. Esperado: IBGE 260960
302473;Caiu em cidade errada. Esperado: IBGE 510760
302783;Caiu em cidade errada. Esperado: IBGE 354850
302988;Caiu em cidade errada. Esperado: IBGE 350280
303127;Caiu em cidade errada. Esperado: IBGE 521860
303550;Caiu em cidade errada. Esperado: IBGE 320500
303763;Caiu em cidade errada. Esperado: IBGE 430680
304719;Caiu em cidade errada. Esperado: IBGE 261110
304840;Fora do Brasil ou no mar
304883;Fora do Brasil ou no mar
308595;Caiu em cidade errada. Esperado: IBGE 355030
309117;Caiu em cidade errada. Esperado: IBGE 355030
310115;Fora do Brasil ou no mar
310514;Fora do Brasil ou no mar
313815;Fora do Brasil ou no mar
314056;Fora do Brasil ou no mar
314293;Fora do Brasil ou no mar
314560;Caiu em cidade errada. Esperado: IBGE 261160
315788;Fora do Brasil ou no mar
315818;Fora do Brasil ou no mar
315982;Caiu em cidade errada. Esperado: IBGE 270720
315990;Caiu em cidade errada. Esperado: IBGE 270720
316164;Caiu em cidade errada. Esperado: IBGE 291480
316482;Caiu em cidade errada. Esperado: IBGE 150060
316865;Fora do Brasil ou no mar
317241;Caiu em cidade errada. Esperado: IBGE 421660
358258;Caiu em cidade errada. Esperado: IBGE 411820
358312;Caiu em cidade errada. Esperado: IBGE 420910
358355;Fora do Brasil ou no mar
358568;Fora do Brasil ou no mar
359238;Caiu em cidade errada. Esperado: IBGE 330455
359521;Caiu em cidade errada. Esperado: IBGE 420420
359750;Caiu em cidade errada. Esperado: IBGE 292740
363944;Fora do Brasil ou no mar
366242;Caiu em cidade errada. Esperado: IBGE 421830
366250;Caiu em cidade errada. Esperado: IBGE 520870
366951;Caiu em cidade errada. Esperado: IBGE 355220
371165;Caiu em cidade errada. Esperado: IBGE 353010
371246;Caiu em cidade errada. Esperado: IBGE 351500
371459;Fora do Brasil ou no mar
371491;Caiu em cidade errada. Esperado: IBGE 350160
371696;Fora do Brasil ou no mar
371971;Fora do Brasil ou no mar
372226;Caiu em cidade errada. Esperado: IBGE 280030
372404;Caiu em cidade errada. Esperado: IBGE 430535
372498;Caiu em cidade errada. Esperado: IBGE 500370
373389;Caiu em cidade errada. Esperado: IBGE 353440
373745;Fora do Brasil ou no mar
377090;Fora do Brasil ou no mar
378690;Caiu em cidade errada. Esperado: IBGE 260170
378976;Caiu em cidade errada. Esperado: IBGE 421720
379077;Fora do Brasil ou no mar
379808;Caiu em cidade errada. Esperado: IBGE 310620
380105;Fora do Brasil ou no mar
380113;Caiu em cidade errada. Esperado: IBGE 330455
380318;Fora do Brasil ou no mar
380458;Fora do Brasil ou no mar
380539;Caiu em cidade errada. Esperado: IBGE 330455
380911;Fora do Brasil ou no mar
381497;Caiu em cidade errada. Esperado: IBGE 330455
381500;Caiu em cidade errada. Esperado: IBGE 330455
381527;Caiu em cidade errada. Esperado: IBGE 330455
382507;Caiu em cidade errada. Esperado: IBGE 310160
383074;Caiu em cidade errada. Esperado: IBGE 280500
383562;Caiu em cidade errada. Esperado: IBGE 530010
392359;Caiu em cidade errada. Esperado: IBGE 351110
392367;Caiu em cidade errada. Esperado: IBGE 351110
392502;Caiu em cidade errada. Esperado: IBGE 411370
392669;Caiu em cidade errada. Esperado: IBGE 330395
392731;Caiu em cidade errada. Esperado: IBGE 355220
392987;Caiu em cidade errada. Esperado: IBGE 421170
393037;Caiu em cidade errada. Esperado: IBGE 260345
393096;Caiu em cidade errada. Esperado: IBGE 355030
395374;Caiu em cidade errada. Esperado: IBGE 410840
395536;Caiu em cidade errada. Esperado: IBGE 520870
398136;Caiu em cidade errada. Esperado: IBGE 430680
398365;Caiu em cidade errada. Esperado: IBGE 261160
398772;Caiu em cidade errada. Esperado: IBGE 530010
398977;Fora do Brasil ou no mar
399108;Caiu em cidade errada. Esperado: IBGE 520540
399140;Caiu em cidade errada. Esperado: IBGE 350210
399299;Caiu em cidade errada. Esperado: IBGE 520140
399353;Fora do Brasil ou no mar
399825;Caiu em cidade errada. Esperado: IBGE 350650
400343;Caiu em cidade errada. Esperado: IBGE 292740
400556;Caiu em cidade errada. Esperado: IBGE 314300
404594;Fora do Brasil ou no mar
406031;Fora do Brasil ou no mar
406082;Fora do Brasil ou no mar
406120;Caiu em cidade errada. Esperado: IBGE 280300
406201;Fora do Brasil ou no mar
406414;Caiu em cidade errada. Esperado: IBGE 330455
406430;Fora do Brasil ou no mar
406457;Fora do Brasil ou no mar
406546;Caiu em cidade errada. Esperado: IBGE 330455
406570;Fora do Brasil ou no mar
406635;Fora do Brasil ou no mar
406953;Caiu em cidade errada. Esperado: IBGE 313420
407097;Caiu em cidade errada. Esperado: IBGE 315210
407135;Caiu em cidade errada. Esperado: IBGE 421190
407569;Caiu em cidade errada. Esperado: IBGE 240810
407755;Caiu em cidade errada. Esperado: IBGE 354990
408255;Caiu em cidade errada. Esperado: IBGE 330455
408662;Caiu em cidade errada. Esperado: IBGE 330455
409057;Fora do Brasil ou no mar
409065;Caiu em cidade errada. Esperado: IBGE 355030
409316;Caiu em cidade errada. Esperado: IBGE 355030
410233;Fora do Brasil ou no mar
410438;Fora do Brasil ou no mar
410454;Caiu em cidade errada. Esperado: IBGE 350160
410462;Caiu em cidade errada. Esperado: IBGE 350160
411361;Caiu em cidade errada. Esperado: IBGE 150060
411396;Caiu em cidade errada. Esperado: IBGE 351880
411434;Caiu em cidade errada. Esperado: IBGE 351880
411671;Caiu em cidade errada. Esperado: IBGE 314610
412287;Fora do Brasil ou no mar
412465;Caiu em cidade errada. Esperado: IBGE 330455
412546;Fora do Brasil ou no mar
412716;Fora do Brasil ou no mar
412805;Fora do Brasil ou no mar
412961;Fora do Brasil ou no mar
412988;Caiu em cidade errada. Esperado: IBGE 330455
413348;Caiu em cidade errada. Esperado: IBGE 412230
413526;Caiu em cidade errada. Esperado: IBGE 320320
413615;Caiu em cidade errada. Esperado: IBGE 220110
413674;Fora do Brasil ou no mar
413917;Caiu em cidade errada. Esperado: IBGE 250205
414301;Caiu em cidade errada. Esperado: IBGE 354340
414824;Caiu em cidade errada. Esperado: IBGE 355030
415073;Caiu em cidade errada. Esperado: IBGE 355030
415162;Caiu em cidade errada. Esperado: IBGE 355030
415278;Caiu em cidade errada. Esperado: IBGE 261160
415294;Caiu em cidade errada. Esperado: IBGE 330330
415685;Fora do Brasil ou no mar
416231;Caiu em cidade errada. Esperado: IBGE 172100
416398;Fora do Brasil ou no mar
417017;Caiu em cidade errada. Esperado: IBGE 430920
417025;Caiu em cidade errada. Esperado: IBGE 310160
417890;Fora do Brasil ou no mar
418153;Caiu em cidade errada. Esperado: IBGE 313240
418285;Caiu em cidade errada. Esperado: IBGE 251597
418935;Caiu em cidade errada. Esperado: IBGE 430350
419575;Caiu em cidade errada. Esperado: IBGE 500124
419885;Caiu em cidade errada. Esperado: IBGE 350550
419923;Caiu em cidade errada. Esperado: IBGE 355280
420085;Fora do Brasil ou no mar
420204;Fora do Brasil ou no mar
420581;Caiu em cidade errada. Esperado: IBGE 317070
421677;Caiu em cidade errada. Esperado: IBGE 355030
421774;Caiu em cidade errada. Esperado: IBGE 251597
422231;Caiu em cidade errada. Esperado: IBGE 315780
422606;Caiu em cidade errada. Esperado: IBGE 421130
422614;Caiu em cidade errada. Esperado: IBGE 350450
422789;Fora do Brasil ou no mar
422959;Caiu em cidade errada. Esperado: IBGE 521040
423041;Caiu em cidade errada. Esperado: IBGE 210120
423092;Caiu em cidade errada. Esperado: IBGE 430920
423106;Fora do Brasil ou no mar
423270;Caiu em cidade errada. Esperado: IBGE 280030
423319;Caiu em cidade errada. Esperado: IBGE 430920
423327;Caiu em cidade errada. Esperado: IBGE 330420
423467;Fora do Brasil ou no mar
423734;Fora do Brasil ou no mar
423904;Fora do Brasil ou no mar
424153;Caiu em cidade errada. Esperado: IBGE 314480
424536;Caiu em cidade errada. Esperado: IBGE 421130
425079;Caiu em cidade errada. Esperado: IBGE 355030
425109;Caiu em cidade errada. Esperado: IBGE 355030
425249;Fora do Brasil ou no mar
425257;Fora do Brasil ou no mar
425303;Fora do Brasil ou no mar
425370;Caiu em cidade errada. Esperado: IBGE 520540
425680;Caiu em cidade errada. Esperado: IBGE 430920
425729;Fora do Brasil ou no mar
425974;Fora do Brasil ou no mar
426040;Fora do Brasil ou no mar
426288;Caiu em cidade errada. Esperado: IBGE 520540
426326;Caiu em cidade errada. Esperado: IBGE 211130
426377;Caiu em cidade errada. Esperado: IBGE 421170
426407;Fora do Brasil ou no mar
426474;Caiu em cidade errada. Esperado: IBGE 330455
426601;Fora do Brasil ou no mar
426873;Caiu em cidade errada. Esperado: IBGE 432160
426970;Caiu em cidade errada. Esperado: IBGE 354880
427950;Caiu em cidade errada. Esperado: IBGE 520870
428574;Fora do Brasil ou no mar
428590;Caiu em cidade errada. Esperado: IBGE 330455
428612;Fora do Brasil ou no mar
428671;Fora do Brasil ou no mar
428698;Caiu em cidade errada. Esperado: IBGE 330455
429023;Caiu em cidade errada. Esperado: IBGE 420910
429031;Caiu em cidade errada. Esperado: IBGE 421720
429066;Fora do Brasil ou no mar
429090;Fora do Brasil ou no mar
429309;Fora do Brasil ou no mar
429333;Caiu em cidade errada. Esperado: IBGE 240810
429392;Caiu em cidade errada. Esperado: IBGE 314590
429651;Caiu em cidade errada. Esperado: IBGE 412810
430196;Fora do Brasil ou no mar
430226;Fora do Brasil ou no mar
430234;Fora do Brasil ou no mar
430617;Caiu em cidade errada. Esperado: IBGE 352930
431346;Caiu em cidade errada. Esperado: IBGE 293050
431443;Fora do Brasil ou no mar
432342;Caiu em cidade errada. Esperado: IBGE 261160
432431;Caiu em cidade errada. Esperado: IBGE 291390
433616;Caiu em cidade errada. Esperado: IBGE 410260
433764;Caiu em cidade errada. Esperado: IBGE 250750
433942;Caiu em cidade errada. Esperado: IBGE 350650
433977;Fora do Brasil ou no mar
434167;Caiu em cidade errada. Esperado: IBGE 330452
434795;Caiu em cidade errada. Esperado: IBGE 314480
436151;Caiu em cidade errada. Esperado: IBGE 352970
438782;Caiu em cidade errada. Esperado: IBGE 280030
438960;Caiu em cidade errada. Esperado: IBGE 280030
439045;Caiu em cidade errada. Esperado: IBGE 330455
439185;Caiu em cidade errada. Esperado: IBGE 330455
439282;Fora do Brasil ou no mar
439312;Fora do Brasil ou no mar
439452;Caiu em cidade errada. Esperado: IBGE 311440
439533;Fora do Brasil ou no mar
439592;Caiu em cidade errada. Esperado: IBGE 330455
439622;Caiu em cidade errada. Esperado: IBGE 330455
439665;Fora do Brasil ou no mar
439754;Fora do Brasil ou no mar
439819;Fora do Brasil ou no mar
439924;Caiu em cidade errada. Esperado: IBGE 230010
440353;Fora do Brasil ou no mar
440442;Fora do Brasil ou no mar
445479;Caiu em cidade errada. Esperado: IBGE 355030
445622;Caiu em cidade errada. Esperado: IBGE 355030
446068;Caiu em cidade errada. Esperado: IBGE 310620
446157;Caiu em cidade errada. Esperado: IBGE 241200
446335;Fora do Brasil ou no mar
446378;Fora do Brasil ou no mar
446386;Fora do Brasil ou no mar
446408;Fora do Brasil ou no mar
446513;Caiu em cidade errada. Esperado: IBGE 354890
446564;Fora do Brasil ou no mar
446610;Fora do Brasil ou no mar
446653;Fora do Brasil ou no mar
446696;Caiu em cidade errada. Esperado: IBGE 330455
446777;Fora do Brasil ou no mar
446858;Fora do Brasil ou no mar
446866;Fora do Brasil ou no mar
447501;Caiu em cidade errada. Esperado: IBGE 291390
447528;Caiu em cidade errada. Esperado: IBGE 350280
448222;Caiu em cidade errada. Esperado: IBGE 430510
448869;Caiu em cidade errada. Esperado: IBGE 315780
448974;Caiu em cidade errada. Esperado: IBGE 221100
449156;Caiu em cidade errada. Esperado: IBGE 432260
449172;Caiu em cidade errada. Esperado: IBGE 351300
449342;Caiu em cidade errada. Esperado: IBGE 110030
449806;Caiu em cidade errada. Esperado: IBGE 330130
450855;Caiu em cidade errada. Esperado: IBGE 421105
451185;Caiu em cidade errada. Esperado: IBGE 354130
